0 1.98443 1.0001
1 1.91773 1.00158
2 1.97628 1.00306
3 1.74822 1.00454
4 2.01773 1.00602
5 2.32352 1.00751
6 2.29586 1.009
7 2.44144 1.01049
8 2.27148 1.012
9 2.03037 1.01352
10 2.18278 1.01504
11 2.51567 1.01658
12 2.37567 1.01811
13 3.06589 1.01963
14 3.50411 1.02116
15 4.45149 1.02268
16 5.39326 1.02421
17 6.81459 1.02576
18 6.45906 1.0273
19 7.17847 1.02885
20 6.77371 1.0304
21 6.65067 1.03195
22 6.87221 1.0335
23 8.26292 1.03503
24 8.54852 1.03656
25 8.52764 1.0381
26 9.51527 1.03965
27 9.96561 1.0412
28 10.5128 1.04276
29 9.92202 1.04431
30 10.7659 1.04589
31 10.7581 1.04746
32 10.8508 1.04903
33 11.2114 1.0506
34 12.5406 1.05217
35 13.599 1.05376
36 14.0937 1.05533
37 14.347 1.0569
38 15.2856 1.05847
39 16.5998 1.06005
40 17.1876 1.06163
41 18.7139 1.06322
42 19.0307 1.0648
43 20.3063 1.0664
44 21.1122 1.068
45 23.6687 1.06961
46 23.6854 1.07122
47 24.1924 1.07283
48 25.0551 1.07443
49 24.2323 1.07604
50 25.4969 1.07765
51 26.2082 1.07926
52 25.9886 1.08086
53 25.5759 1.08246
54 25.7679 1.08406
55 27.0037 1.08566
56 27.6079 1.08726
57 30.1585 1.08886
58 30.9029 1.09047
59 31.5395 1.09209
60 32.029 1.09371
61 33.4594 1.09531
62 32.9887 1.09691
63 33.3996 1.09852
64 33.4466 1.10014
65 35.1451 1.10175
66 36.5828 1.10336
67 37.6823 1.10499
68 39.1164 1.10662
69 39.2348 1.10827
70 39.5612 1.10991
71 40.6855 1.11155
72 42.8435 1.11319
73 41.7053 1.11483
74 44.2143 1.11646
75 45.3614 1.11811
76 45.4641 1.11976
77 46.4659 1.12142
78 48.5785 1.12309
79 48.3248 1.12475
80 48.5112 1.12641
81 50.3876 1.12807
82 51.9686 1.12974
83 55.6705 1.13141
84 58.4177 1.13309
85 57.9578 1.13476
86 58.6274 1.13643
87 59.9705 1.1381
88 62.3532 1.13975
89 63.4278 1.14141
90 66.9092 1.14308
91 67.9701 1.14474
92 69.1473 1.1464
93 68.0214 1.14806
94 68.2527 1.14972
95 68.6286 1.1514
96 70.3344 1.15308
97 70.5658 1.15477
98 71.7642 1.15646
99 77.5953 1.15816
100 77.9614 1.15985
101 81.3159 1.16155
102 85.4473 1.16325
103 87.1182 1.16495
104 87.0656 1.16665
105 89.0521 1.16835
106 88.4437 1.17006
107 88.7534 1.17176
108 91.8898 1.17346
109 92.8244 1.17515
110 92.7342 1.17685
111 97.8858 1.17855
112 99.1513 1.18025
113 97.6697 1.18195
114 98.0835 1.18366
115 98.1883 1.18537
116 101.248 1.18708
117 101.762 1.18879
118 101.248 1.19051
119 101.738 1.19223
120 103.243 1.19394
121 105.493 1.19566
122 107.12 1.19737
123 108.927 1.19907
124 107.931 1.20078
125 107.771 1.20247
126 108.314 1.20416
127 110.59 1.20586
128 112.089 1.20755
129 114.31 1.20925
130 114.654 1.21094
131 113.31 1.21263
132 114.117 1.21432
133 115.804 1.21601
134 115.864 1.21769
135 120.132 1.21937
136 119.282 1.22107
137 120.508 1.22276
138 119.856 1.22446
139 115.214 1.22614
140 117.366 1.22783
141 117.924 1.2295
142 115.521 1.23117
143 117.734 1.23282
144 118.25 1.23447
145 117.261 1.23613
146 120.425 1.23777
