0.897959 0.999405 0.000180422 1 2.01359e-08 1 3.02626e-12 1 3.55518e-16 -2.81812 0.00044876 -5.07368 1.01083e-07 -7.22827 2.26296e-11 -9.47975 3.55058e-15 0.999296 1 1 1 -2.74236 -4.9898 -7.23469 -9.47959
0.934694 0.999569 0.000129515 1 1.03896e-08 1 1.01493e-12 1 8.41836e-17 -2.93589 0.000323327 -5.2485 5.20828e-08 -7.51243 7.59479e-12 -9.86566 8.41534e-16 0.999479 1 1 1 -2.83479 -5.17347 -7.5102 -9.84694
0.971429 0.999673 8.67901e-05 1 5.38457e-09 1 3.19809e-13 1 2.05986e-17 -3.03573 0.000217272 -5.39958 2.69015e-08 -7.8094 2.39716e-12 -10.2259 2.05825e-16 0.999614 1 1 1 -2.92708 -5.35714 -7.78571 -10.2143
1.00816 0.999705 6.44218e-05 1 2.45298e-09 1 1.06732e-13 1 4.51784e-18 -3.10793 0.000160585 -5.605 1.22846e-08 -8.10814 8.01171e-13 -10.6091 4.51837e-17 0.999714 1 1 1 -3.01926 -5.54082 -8.06122 -10.5816
1.0449 0.999803 4.50878e-05 1 1.37141e-09 1 3.84001e-14 1 9.9018e-19 -3.19874 0.00011241 -5.73619 6.83158e-09 -8.34506 2.87543e-13 -11.0053 9.91677e-18 0.999787 1 1 1 -3.11137 -5.72449 -8.33673 -10.949
1.08163 0.999874 2.99719e-05 1 6.99895e-10 1 1.16746e-14 1 2.64821e-19 -3.32192 7.51553e-05 -5.90183 3.48082e-09 -8.68937 8.77864e-14 -11.3234 2.64584e-18 0.999842 1 1 1 -3.20341 -5.90816 -8.61224 -11.3163
1.11837 0.999904 2.18338e-05 1 3.34317e-10 1 4.315e-15 1 5.89803e-20 -3.39283 5.45504e-05 -6.09986 1.66502e-09 -8.90513 3.23317e-14 -11.7145 5.89925e-19 0.999883 1 1 1 -3.2954 -6.09184 -8.88776 -11.6837
1.1551 0.999934 1.44191e-05 1 1.7826e-10 1 1.4037e-15 1 1.42452e-20 -3.51892 3.62352e-05 -6.24603 8.84908e-10 -9.18942 1.05241e-14 -12.0453 1.42266e-19 0.999913 1 1 1 -3.38736 -6.27551 -9.16327 -12.051
1.19184 0.99994 1.18896e-05 1 6.59432e-11 1 4.53229e-16 1 3.06196e-21 -3.52698 2.94615e-05 -6.5368 3.30535e-10 -9.4978 3.40407e-15 -12.467 3.06493e-20 0.999935 1 1 1 -3.47929 -6.45918 -9.43878 -12.4184
1.22857 0.999968 7.1354e-06 1 3.57687e-11 1 1.56572e-16 1 9.25744e-22 -3.69063 1.79007e-05 -6.67657 1.78612e-10 -9.77317 1.17582e-15 -12.712 9.21974e-21 0.999952 1 1 1 -3.5712 -6.64286 -9.71429 -12.7857
1.26531 0.999963 5.33737e-06 1 1.50291e-11 1 5.46694e-17 1 1.71898e-22 -3.74962 1.33204e-05 -6.94514 7.55429e-11 -10.0161 4.09874e-16 -13.1889 1.71967e-21 0.999964 1 1 1 -3.66309 -6.82653 -9.9898 -13.1531
1.30204 0.999983 3.40806e-06 1 8.47137e-12 1 1.75758e-17 1 4.30985e-23 -3.89325 8.57202e-06 -7.03534 4.22817e-11 -10.3115 1.3191e-16 -13.5073 4.30362e-22 0.999973 1 1 1 -3.75497 -7.0102 -10.2653 -13.5204
1.33878 0.999983 2.54094e-06 1 4.25233e-12 1 6.26872e-18 1 9.20826e-24 -3.95517 6.36167e-06 -7.21717 2.12184e-11 -10.5725 4.70093e-17 -13.9307 9.21424e-23 0.99998 1 1 1 -3.84684 -7.19388 -10.5408 -13.8878
1.37551 0.999985 1.7713e-06 1 1.91192e-12 1 1.96924e-18 1 2.38953e-24 -4.06035 4.44138e-06 -7.42549 9.55949e-12 -10.8764 1.47883e-17 -14.2342 2.38557e-23 0.999985 1 1 1 -3.9387 -7.37755 -10.8163 -14.2551
1.41224 0.99999 1.38564e-06 1 9.94865e-13 1 6.46677e-19 1 5.16337e-25 -4.11168 3.45223e-06 -7.59203 4.96723e-12 -11.1791 4.86194e-18 -14.6476 5.16333e-24 0.999989 1 1 1 -4.03055 -7.56122 -11.0918 -14.6224
1.44898 0.999994 9.51393e-07 1 4.05614e-13 1 2.57336e-19 1 1.23084e-25 -4.18399 2.36696e-06 -7.86234 2.03739e-12 -11.3554 1.92598e-18 -14.9947 1.23e-24 0.999992 1 1 1 -4.1224 -7.7449 -11.3673 -14.9898
1.48571 0.999996 7.27467e-07 1 2.56886e-13 1 7.53376e-20 1 2.49119e-26 -4.22893 1.79879e-06 -7.92376 1.27946e-12 -11.6972 5.6557e-19 -15.454 2.49708e-25 0.999994 1 1 1 -4.21425 -7.92857 -11.6429 -15.3571
1.52245 0.999998 3.98422e-07 1 1.036e-13 1 2.75595e-20 1 6.0126e-27 -4.44673 1.00185e-06 -8.1787 5.18595e-13 -11.9259 2.06469e-19 -15.7807 6.01886e-26 0.999995 1 1 1 -4.3061 -8.11224 -11.9184 -15.7245
1.55918 0.999994 3.14734e-07 1 4.71436e-14 1 9.88582e-21 1 1.60723e-27 -4.51299 7.87736e-07 -8.40114 2.36552e-13 -12.1877 7.40135e-20 -16.0848 1.60558e-26 0.999997 1 1 1 -4.39794 -8.29592 -12.1939 -16.0918
1.59592 0.999998 2.19078e-07 1 2.83195e-14 1 2.85214e-21 1 3.19685e-28 -4.56713 5.46523e-07 -8.47646 1.41128e-13 -12.5119 2.14008e-20 -16.5349 3.20189e-27 0.999997 1 1 1 -4.48978 -8.47959 -12.4694 -16.4592
1.63265 0.99999 1.5623e-07 1 9.29415e-15 1 8.75142e-22 1 9.27675e-29 -4.69477 3.90858e-07 -8.86827 4.6905e-14 -12.8341 6.57895e-21 -16.7912 9.25951e-28 0.999998 1 1 1 -4.58162 -8.66327 -12.7449 -16.8265
1.66939 0.999999 1.08452e-07 1 5.98951e-15 1 3.11582e-22 1 2.05308e-29 -4.77615 2.71126e-07 -8.91721 2.99783e-14 -13.0876 2.3401e-21 -17.1806 2.05072e-28 0.999999 1 1 1 -4.67346 -8.84694 -13.0204 -17.1939
1.70612 0.999999 6.78497e-08 1 2.70706e-15 1 1.09816e-22 1 3.93727e-30 -4.92594 1.70761e-07 -9.11319 1.35617e-14 -13.3394 8.2397e-22 -17.645 3.94404e-29 0.999999 1 1 1 -4.7653 -9.03061 -13.2959 -17.5612
1.74286 0.999999 5.02138e-08 1 1.52012e-15 1 4.36957e-23 1 1.01712e-30 -4.98567 1.25915e-07 -9.22492 7.58365e-15 -13.53 3.26789e-22 -17.9528 1.01712e-29 0.999999 1 1 1 -4.85714 -9.21429 -13.5714 -17.9286
1.77959 1 3.77374e-08 1 6.24734e-16 1 1.41083e-23 1 2.15065e-31 -5.00682 9.39781e-08 -9.49144 3.13137e-15 -13.8422 1.05656e-22 -18.3652 2.15337e-30 0.999999 1 1 1 -4.94898 -9.39796 -13.8469 -18.2959
1.81633 1 2.12215e-08 1 3.14435e-16 1 4.76094e-24 1 4.94011e-32 -5.20219 5.34651e-08 -9.65019 1.57391e-15 -14.1055 3.56409e-23 -18.7467 4.94805e-31 1 1 1 1 -5.04081 -9.58163 -14.1224 -18.6633
1.85306 1 1.63089e-08 1 1.82963e-16 1 1.28916e-24 1 1.21769e-32 -5.28291 4.099e-08 -9.77626 9.12668e-16 -14.5108 9.69532e-24 -19.0901 1.2188e-31 1 1 1 1 -5.13265 -9.76531 -14.398 -19.0306
1.8898 1 1.42495e-08 1 7.52536e-17 1 4.39613e-25 1 3.00564e-33 -5.25964 3.53803e-08 -9.99958 3.76334e-16 -14.7545 3.30263e-24 -19.4107 3.00474e-32 1 1 1 1 -5.22449 -9.94898 -14.6735 -19.398
1.92653 1 7.1614e-09 1 3.83531e-17 1 1.48798e-25 1 7.52167e-34 -5.52315 1.80986e-08 -10.1913 1.91823e-16 -15.0382 1.11808e-24 -19.749 7.51365e-33 1 1 1 1 -5.31633 -10.1327 -14.949 -19.7653
1.96327 1 5.67301e-09 1 1.46717e-17 1 6.28494e-26 1 1.45595e-34 -5.56734 1.42595e-08 -10.4711 7.37519e-17 -15.1716 4.70014e-25 -20.2125 1.45798e-33 1 1 1 1 -5.40816 -10.3163 -15.2245 -20.1327
2 1 4.3281e-09 1 8.65702e-18 1 1.86664e-26 1 4.75994e-35 -5.59415 1.08144e-08 -10.5695 4.33241e-17 -15.5219 1.39945e-25 -20.4034 4.74548e-34 1 1 1 1 -5.5 -10.5 -15.5 -20.5
