1 0.778491 0.00387526 0.624234 0.00302614 0.374687 0.00185923 0.0224556 0.0104573 -0.395613 0.00601823 -1.42837 0.00324514
2 0.550539 0.00167661 0.286027 0.00159106 -0.0323836 0.00438267 -0.31174 0.00163823 -0.40442 0.00416923 -2.60124 0.000292099
3 0.383813 0.00110639 0.118874 0.000225347 -0.201201 0.00494188 -0.282109 0.00352511 -0.683683 0.000899615 -2.48311 0.00293919
4 0.265415 0.000976969 0.00308149 0.00142474 -0.274834 0.00247007 -0.138368 0.00304468 -0.852887 0.00160352 -1.70628 0.00207581
5 0.18328 0.000552749 -0.0764182 0.00264071 -0.255307 0.000758011 -0.340205 0.000966211 -0.716324 0.00106057 -1.18052 0.00172033
6 0.128721 0.000209631 -0.11845 0.00272316 -0.221183 0.00101559 -0.373382 0.00158826 -0.939386 0.000330102 -1.78533 0.00137086
7 0.0773892 1.75008e-05 -0.174394 0.00204997 -0.158237 0.00231154 -0.399571 0.00233681 -0.57892 0.00232055 -1.85176 0.000937587
8 0.0301851 0.000329963 -0.203896 0.0016209 -0.09845 0.00201957 -0.406296 0.00116228 -0.616854 0.000427694 -1.67165 1.97436e-06
9 -0.0164618 0.00102957 -0.192303 0.000796922 -0.180867 0.000956053 -0.417273 0.000445532 -0.494436 0.00227655 -1.25318 0.000778536
10 -0.0413502 0.00115073 -0.178906 0.000482379 -0.250518 0.000370229 -0.421285 0.000957566 -0.387557 0.000355482 -1.15976 0.000566939
11 -0.0558688 0.00141828 -0.159859 0.000266137 -0.280129 0.000558817 -0.446219 7.15036e-05 -0.354104 0.00137711 -1.35566 0.00152314
12 -0.0684648 0.00153864 -0.13773 4.82433e-06 -0.293941 0.00093026 -0.504621 0.000135054 -0.52203 0.000459108 -1.5296 0.00259184
13 -0.0925177 0.00113588 -0.134514 0.000977321 -0.294961 0.000623514 -0.427489 0.000162825 -0.610423 0.000945687 -1.41372 0.0023445
14 -0.125243 0.00090054 -0.0889885 0.00117611 -0.303564 0.00125824 -0.33726 0.000819541 -0.595825 5.17395e-05 -1.34368 0.00056425
15 -0.150918 0.00110843 -0.0345665 0.00109408 -0.289953 0.00105007 -0.249099 0.00142724 -0.657703 0.000890888 -1.79761 0.00123179
16 -0.156006 0.000953877 -0.0341805 0.00124425 -0.324153 0.000730539 -0.354037 0.000209766 -0.487743 0.000550494 -1.40564 0.000628962
17 -0.149512 0.000645214 -0.0803895 0.000749487 -0.3205 0.000426439 -0.381877 0.000232908 -0.566329 0.000475017 -1.61294 0.000550763
18 -0.135877 0.000448661 -0.107788 0.000837259 -0.317703 0.00031817 -0.271533 0.000480812 -0.321267 0.000612883 -1.39807 0.000901708
19 -0.132457 0.000337181 -0.142761 0.00011309 -0.308113 0.00013114 -0.203519 0.00172752 -0.377456 0.000218893 -1.3173 0.000418099
20 -0.125207 0.000211042 -0.162679 0.000321988 -0.324119 0.000521793 -0.251213 2.92277e-05 -0.490288 0.000722552 -1.27571 0.00265475
21 -0.116606 0.000266502 -0.167413 4.46661e-05 -0.320902 0.000418446 -0.293489 0.00039477 -0.310467 9.70188e-05 -0.722815 0.000262258
22 -0.106347 0.000218639 -0.174997 4.68543e-05 -0.34703 4.29871e-05 -0.153335 0.000844081 -0.38098 0.00111625 -0.634495 0.00128296
23 -0.0909701 4.80814e-05 -0.182258 0.000498405 -0.342536 2.13684e-05 -0.161454 0.000539784 -0.503458 0.000345537 -0.738841 0.00098443
24 -0.083918 9.19493e-05 -0.181423 0.000457289 -0.403178 9.04001e-05 -0.290467 6.39215e-05 -0.581779 0.00150016 -1.15998 0.000178465
25 -0.0848387 8.38033e-05 -0.19296 0.000461205 -0.410559 0.000214644 -0.374728 0.00040492 -0.463717 0.00101936 -1.02771 3.45039e-05
26 -0.082779 0.000310302 -0.178682 0.000311313 -0.339711 5.16248e-05 -0.345136 0.000450606 -0.522931 0.00227451 -1.25083 0.000472234
27 -0.067688 0.000653047 -0.188097 0.000304238 -0.277833 0.000103102 -0.353441 0.000502876 -0.402342 2.03199e-05 -0.530023 0.000185104
28 -0.0449205 0.000434568 -0.200904 0.000348995 -0.25153 0.000143323 -0.326622 6.3145e-06 -0.477805 0.000838 -0.616621 0.00108623
29 -0.0122554 0.000727193 -0.194158 0.000895487 -0.206369 0.000658649 -0.279626 7.34953e-05 -0.283127 0.00031566 -0.820113 0.000644997
30 0.00657765 0.000727806 -0.177803 0.000603038 -0.188329 0.000341772 -0.372284 0.00110876 -0.690229 0.000978274 -1.76439 0.000460554
31 0.010152 0.000358915 -0.192751 0.000441747 -0.184083 0.0010622 -0.350584 0.00023024 -0.513413 0.000294528 -2.40641 0.000306344
32 -0.00662064 0.000612458 -0.216037 0.000352159 -0.299439 5.21432e-05 -0.301401 0.000121371 -0.59411 0.000565385 -1.32301 0.000962888
33 -0.0251291 0.00062079 -0.23356 0.000374527 -0.333885 0.000160661 -0.229105 0.000437993 -0.452427 0.000106356 -1.29163 0.000407965
34 -0.0425574 0.000453069 -0.222493 0.000265673 -0.272361 0.000347723 -0.339179 0.000299043 -0.390396 0.000199991 -1.99105 0.000272979
35 -0.0515001 0.000290833 -0.205677 0.000160321 -0.279674 0.000107877 -0.236874 0.000158467 -0.549608 0.000388207 -2.25053 0.000982769
36 -0.0632254 0.000363946 -0.206679 0.000101819 -0.227444 8.12035e-05 -0.151492 0.000364126 -0.352281 0.00036265 -2.32844 0.00172106
37 -0.0858157 0.00046559 -0.210252 0.000215224 -0.180515 0.000549227 -0.197789 0.000259936 -0.516625 0.00128847 -1.93421 0.000594864
38 -0.104178 0.000129403 -0.205698 0.000295817 -0.164955 0.00108168 -0.189708 2.74599e-05 -0.274228 0.000118623 -2.29508 0.000828564
39 -0.114238 1.73524e-05 -0.213661 0.000160782 -0.130192 0.000632496 -0.203738 0.000203148 -0.444514 0.000255367 -2.68288 0.000835774
40 -0.117413 4.3044e-05 -0.218795 0.000363708 -0.200718 0.000313318 -0.285561 0.000850035 -0.407678 0.00135153 -2.54291 9.50572e-05
41 -0.115642 0.000274302 -0.225446 0.000154419 -0.247091 0.000333458 -0.210275 0.000112082 -0.432332 0.00132648 -1.99873 0.00145828
42 -0.112818 5.75666e-06 -0.210095 0.00012681 -0.259317 0.000100009 -0.128307 0.000237201 -0.367729 0.000996392 -2.08549 0.000382951
43 -0.113532 3.72638e-05 -0.21896 0.000286539 -0.207628 0.000493762 -0.18425 0.000152053 -0.152701 0.0012056 -1.62919 0.000752376
44 -0.122063 2.22402e-05 -0.236541 0.000252924 -0.10828 0.000455253 -0.265254 3.51841e-05 -0.309415 0.0013036 -2.19807 0.000375347
45 -0.131547 2.31753e-05 -0.243127 0.000209239 -0.0990073 0.000389146 -0.28179 0.00105578 -0.111684 5.7876e-05 -1.68165 0.00136494
46 -0.130891 0.000275102 -0.229524 0.000109856 -0.134839 0.000188201 -0.281931 0.000409321 -0.162632 0.000307056 -0.696686 0.000177665
47 -0.126808 0.000219776 -0.248052 0.000128208 -0.153289 0.000352385 -0.225674 7.60244e-05 -0.367136 0.00063347 -0.528432 0.000638762
48 -0.127356 0.000234096 -0.287136 0.000114368 -0.22326 0.000142286 -0.338613 0.000642199 -0.316972 0.00035671 -0.83212 0.000806034
49 -0.138742 0.000219788 -0.307181 2.21435e-05 -0.310587 0.000208561 -0.354663 0.000836507 -0.368063 0.000493782 -1.75239 0.000490104
50 -0.144862 0.000317798 -0.290334 0.000102658 -0.291579 0.000333802 -0.282449 0.000707227 -0.286672 0.000579626 -1.50303 0.000184111
51 -0.141164 0.000140901 -0.277507 0.000109335 -0.259221 7.47967e-05 -0.176735 0.000296649 -0.481917 0.000572886 -1.06832 0.000968775
52 -0.125792 0.000134021 -0.245657 0.000258107 -0.262594 0.000331885 -0.283301 0.000822927 -0.321274 0.000742038 -1.08709 2.87071e-05
53 -0.121821 0.000174539 -0.206156 0.000206043 -0.288519 0.000121892 -0.295202 0.00142565 -0.101213 0.000232724 -2.02364 0.000520418
54 -0.131085 0.000261236 -0.187963 0.000135393 -0.272012 0.000518451 -0.224048 2.03485e-05 -0.243369 0.000304815 -1.96188 0.000582961
55 -0.135695 4.15562e-05 -0.182169 0.000234827 -0.251853 1.12162e-05 -0.262031 2.83513e-05 -0.242415 8.4729e-05 -0.106129 0.000581964
56 -0.134545 9.51111e-05 -0.160102 4.53349e-05 -0.235608 0.000304439 -0.244891 0.0002835 -0.110967 0.00113601 0.746189 0.00104008
57 -0.138436 0.000252681 -0.138419 0.000185532 -0.223453 0.00029964 -0.159047 0.000537881 -0.141339 1.60545e-05 0.632174 0.000216785
58 -0.131391 0.000425611 -0.118411 0.000362999 -0.236519 0.000131071 -0.133762 3.30122e-05 -0.150966 0.000487681 -0.552986 3.52914e-05
59 -0.122131 0.000466893 -0.118145 0.000291695 -0.276134 5.30136e-05 -0.309158 0.000291776 -0.354864 0.000123257 -1.04264 0.000421352
60 -0.11431 0.000399499 -0.111401 0.000290467 -0.296257 0.000789175 -0.380403 0.000343239 -0.497122 0.000380638 -1.37292 0.000415694
61 -0.113296 0.000202864 -0.094063 4.94678e-05 -0.283301 0.00031295 -0.279564 0.000641152 -0.650523 4.70788e-05 -1.71914 7.57294e-05
62 -0.126494 0.000219681 -0.0974172 0.000508592 -0.273761 0.000296475 -0.230489 0.000187601 -0.769038 0.000261406 -0.947997 0.000232914
63 -0.149799 0.000221281 -0.147389 0.000547803 -0.236929 6.17668e-05 -0.381749 0.000117237 -0.722276 0.00059489 -1.71214 0.000595724
64 -0.159823 0.00022792 -0.203363 4.12479e-05 -0.203 1.22879e-07 -0.361319 2.93849e-05 -0.376984 0.000288651 -2.30313 0.000749039
65 -0.169009 0.000124248 -0.226236 1.2182e-05 -0.211014 0.000124191 -0.275747 0.000601166 -0.421322 0.000637857 -2.23217 1.25523e-05
66 -0.169133 0.000164565 -0.228623 0.000131866 -0.203316 0.000164103 -0.269933 0.000225491 -0.411099 0.00030845 -2.15052 0.000295029
67 -0.173703 0.000209343 -0.217052 2.99295e-05 -0.235799 0.000275659 -0.232345 0.000340184 -0.412494 0.000680344 -2.14304 0.000412309
68 -0.170838 0.000105164 -0.175674 0.000183641 -0.256457 0.000447994 -0.22337 0.000108507 -0.528577 4.60852e-05 -1.33597 8.19309e-05
69 -0.158903 0.000160281 -0.175072 0.000164219 -0.254825 0.000151632 -0.280088 0.000101484 -0.664192 0.000194987 -1.41067 0.00140629
70 -0.155368 0.000146178 -0.195645 5.41461e-05 -0.185049 4.16593e-05 -0.296372 9.87253e-05 -0.754293 5.98454e-05 -1.90272 0.000909597
71 -0.153456 1.49689e-05 -0.194384 5.20393e-05 -0.14783 0.000195001 -0.189686 0.000494005 -0.57838 0.00100542 -2.76837 0.000136008
72 -0.153501 2.30548e-05 -0.143466 3.38353e-05 -0.131417 2.59861e-05 -0.18305 0.000490999 -0.882979 0.00114002 -3.49302 6.03036e-05
