0 0.066968 0.0211656 0.513129 0.478599
1 -0.00854454 0.0648125 0.455371 0.511539
2 0.11007 -0.0965112 0.544176 0.38293
3 0.11007 -0.102283 0.544176 0.377994
4 0.0525217 -0.0454966 0.502408 0.425594
5 0.0897706 -0.0918484 0.529731 0.386902
6 0.0314431 0.00300438 0.486483 0.464477
7 -0.044744 0.0168797 0.42621 0.475288
8 0.153373 -0.106645 0.573936 0.374249
9 0.153373 -0.111011 0.573936 0.370489
10 -0.0700943 -0.0460855 0.405243 0.425111
11 -0.0700943 -0.113699 0.405243 0.368167
12 -0.0700943 -0.0921098 0.405243 0.38668
13 -0.0109226 -0.0180398 0.453484 0.447812
14 -0.0109226 -0.0933921 0.453484 0.385589
15 -0.0109226 0.0205843 0.453484 0.478151
16 -0.006059 -0.0136097 0.457339 0.451347
17 -0.089874 0.0381885 0.38858 0.491616
18 0.254568 -0.0627107 0.637867 0.411395
19 0.254568 -0.017049 0.637867 0.448604
20 0.254568 0.0719286 0.637867 0.516774
21 0.254568 0.116263 0.637867 0.548521
22 0.254568 0.0604589 0.637867 0.508318
23 -0.111697 0.00297508 0.369897 0.464454
24 0.296497 0.0962205 0.662074 0.534355
25 0.296497 0.0258297 0.662074 0.482187
26 0.296497 0.11257 0.662074 0.545934
27 0.296497 0.0534384 0.662074 0.503093
28 0.296497 0.17851 0.662074 0.59055
29 0.296497 0.199133 0.662074 0.603817
30 0.296497 0.195676 0.662074 0.601616
31 0.296497 0.262684 0.662074 0.642655
32 0.296497 0.300346 0.662074 0.66423
33 0.296497 0.303417 0.662074 0.665943
34 0.296497 0.268541 0.662074 0.64608
35 -0.135595 0.178581 0.349088 0.590596
36 -0.135595 0.196878 0.349088 0.602382
37 -0.135595 0.232394 0.349088 0.624528
38 -0.135595 0.274148 0.349088 0.649335
39 -0.135595 0.36151 0.349088 0.697035
40 -0.135595 0.208743 0.349088 0.609888
41 -0.135595 0.16242 0.349088 0.579971
42 0.0677891 0.0973495 0.513734 0.535161
43 -0.0458838 0.184872 0.425277 0.594677
44 0.0872717 0.157586 0.527931 0.576755
45 -0.0343075 0.0716035 0.434712 0.516536
46 -0.0343075 0.17467 0.434712 0.588044
47 0.0915848 0.20644 0.531034 0.60844
48 0.0738924 0.140203 0.518212 0.565038
49 0.112126 0.270471 0.545622 0.647203
50 0.0895376 0.291582 0.529563 0.659304
51 -0.147128 0.299066 0.33892 0.663514
52 -0.0982781 0.231996 0.381421 0.624285
53 0.238822 0.174565 0.628433 0.587975
54 0.238822 0.111014 0.628433 0.544841
55 0.238822 0.0974967 0.628433 0.535266
56 0.238822 0.158572 0.628433 0.577413
57 0.238822 0.098962 0.628433 0.536311
58 0.117477 -0.0630896 0.549369 0.41108
59 0.119576 -0.163344 0.550832 0.324489
60 0.119576 -0.0446046 0.550832 0.426324
61 -0.0256865 0.00257066 0.441678 0.464136
62 0.100818 -0.0201652 0.537631 0.446111
63 0.0175844 0.0539326 0.475833 0.503462
64 0.121129 -0.0399861 0.551914 0.430096
65 0.0565298 -0.0535873 0.505398 0.418946
66 -0.00552078 -0.125505 0.457764 0.357917
67 -0.0320577 -0.0360163 0.436535 0.433325
68 -0.0320577 -0.010253 0.436535 0.454016
69 -0.0114982 -0.032183 0.453026 0.436434
70 0.137815 0.0714248 0.56341 0.516405
71 0.137815 0.295601 0.56341 0.66157
72 0.0729978 0.223177 0.517557 0.618873
73 0.147098 0.178471 0.569713 0.590525
74 0.147098 0.218833 0.569713 0.616186
75 -0.0753735 0.167303 0.400821 0.583203
76 0.205125 0.183351 0.607611 0.593693
77 0.205125 0.220496 0.607611 0.617216
78 -0.06456 0.15906 0.409858 0.577737
79 0.107284 0.0858201 0.542212 0.526883
80 -0.0149325 0.111993 0.450293 0.545528
81 0.16352 0.16491 0.580701 0.581622
82 0.16352 -0.0158908 0.580701 0.449529
83 0.0627314 -0.0169767 0.510001 0.448662
84 0.022239 -0.0314601 0.479426 0.437019
85 0.00298855 -0.0948107 0.464464 0.38438
86 -0.0939358 -0.0553326 0.385126 0.417506
87 0.00992864 -0.0556403 0.46989 0.417252
88 0.0977938 0.0497845 0.535478 0.500359
89 0.0508684 0.141275 0.501171 0.565767
90 -0.09165 0.0316231 0.387071 0.486621
91 -0.09165 0.00668431 0.387071 0.467358
92 0.126585 -0.0284332 0.555696 0.439464
93 -0.0822892 -0.1848 0.395 0.30516
94 0.0337275 -0.21562 0.488225 0.276954
95 0.0867879 -0.121322 0.527582 0.361559
96 0.0867879 -0.175374 0.527582 0.313684
97 -0.0156942 -0.181283 0.449685 0.308347
98 0.0983565 -0.130417 0.535879 0.353627
99 0.0756683 -0.0820492 0.51951 0.395203
100 0.126955 -0.160716 0.555952 0.326838
101 -0.0188664 -0.0422848 0.447151 0.42822
102 0.159661 -0.0739314 0.578138 0.402031
103 0.100865 -0.126343 0.537665 0.357186
104 -0.000712899 -0.174942 0.461556 0.314074
105 -0.0316689 -0.220053 0.43685 0.272856
106 0.0158569 -0.176738 0.474496 0.312453
107 0.0158569 -0.202114 0.474496 0.289377
108 0.073906 -0.139226 0.518222 0.345896
109 0.0250397 -0.119174 0.48158 0.363424
110 0.0250397 -0.133971 0.48158 0.350514
111 -0.0276159 -0.0701657 0.440124 0.405183
112 -0.0276159 0.0875929 0.440124 0.528162
113 0.051375 0.0231914 0.50155 0.480159
114 -0.0323873 0.00482961 0.436268 0.465907
115 -0.0323873 0.074225 0.436268 0.518455
116 0.0406496 0.0878739 0.49348 0.528365
117 0.145934 0.106473 0.568926 0.54164
