-1 -0.545438 -0.742078 -0.816215 -0.854863 -0.876913
-0.979798 -0.545062 -0.744547 -0.814507 -0.85373 -0.876042
-0.959596 -0.543937 -0.741359 -0.813993 -0.85327 -0.874667
-0.939394 -0.542187 -0.741078 -0.812812 -0.851309 -0.872047
-0.919192 -0.539187 -0.742828 -0.811507 -0.850254 -0.871802
-0.89899 -0.536687 -0.737609 -0.811174 -0.849043 -0.870087
-0.878788 -0.545687 -0.740891 -0.808979 -0.845824 -0.869327
-0.858586 -0.542062 -0.736859 -0.807743 -0.844324 -0.867717
-0.838384 -0.536187 -0.734453 -0.805312 -0.843816 -0.865357
-0.818182 -0.543312 -0.733266 -0.804229 -0.84034 -0.863927
-0.79798 -0.539187 -0.730641 -0.801521 -0.837613 -0.861017
-0.777778 -0.537562 -0.730234 -0.800007 -0.83934 -0.860167
-0.757576 -0.532687 -0.726547 -0.798799 -0.835254 -0.858572
-0.737374 -0.536937 -0.728953 -0.794799 -0.833824 -0.854802
-0.717172 -0.533937 -0.722828 -0.796424 -0.83109 -0.853932
-0.69697 -0.534812 -0.723766 -0.792687 -0.830535 -0.852117
-0.676768 -0.534687 -0.716266 -0.788021 -0.82541 -0.849047
-0.656566 -0.520437 -0.716391 -0.78959 -0.823129 -0.846207
-0.636364 -0.530437 -0.711422 -0.785785 -0.82148 -0.843432
-0.616162 -0.525062 -0.715453 -0.785076 -0.818801 -0.840792
-0.59596 -0.513437 -0.710141 -0.777521 -0.815176 -0.835097
-0.575758 -0.514687 -0.702547 -0.775882 -0.813621 -0.832752
-0.555556 -0.517812 -0.704953 -0.772549 -0.809668 -0.828752
-0.535354 -0.518562 -0.699297 -0.770715 -0.805457 -0.824222
-0.515152 -0.503437 -0.697516 -0.764312 -0.798434 -0.821272
-0.494949 -0.512813 -0.695922 -0.761326 -0.797363 -0.818603
-0.474747 -0.506688 -0.689078 -0.755521 -0.79309 -0.812128
-0.454545 -0.499438 -0.683172 -0.752507 -0.783387 -0.804323
-0.434343 -0.494813 -0.680391 -0.747243 -0.778457 -0.802288
-0.414141 -0.498688 -0.670109 -0.735632 -0.771215 -0.790308
-0.393939 -0.473813 -0.669766 -0.729535 -0.765645 -0.786283
-0.373737 -0.490938 -0.662828 -0.729771 -0.754902 -0.782218
-0.353535 -0.472188 -0.645234 -0.717076 -0.750715 -0.766038
-0.333333 -0.463438 -0.642984 -0.704451 -0.740285 -0.759273
-0.313131 -0.457188 -0.639547 -0.697813 -0.730043 -0.747858
-0.292929 -0.459688 -0.622266 -0.683382 -0.723652 -0.743003
-0.272727 -0.456188 -0.620078 -0.681285 -0.705801 -0.722293
-0.252525 -0.450063 -0.594484 -0.66641 -0.694512 -0.712063
-0.232323 -0.446188 -0.580891 -0.647993 -0.677316 -0.697283
-0.212121 -0.389188 -0.557359 -0.629507 -0.661051 -0.678273
-0.191919 -0.420313 -0.558609 -0.614951 -0.634043 -0.657683
-0.171717 -0.389938 -0.542609 -0.576118 -0.603121 -0.620458
-0.151515 -0.346188 -0.513172 -0.563132 -0.587137 -0.594818
-0.131313 -0.308188 -0.444203 -0.538326 -0.545793 -0.558798
-0.111111 -0.308813 -0.442078 -0.474201 -0.493074 -0.515203
-0.0909091 -0.249188 -0.408203 -0.427174 -0.456316 -0.460798
-0.0707071 -0.203938 -0.300297 -0.353826 -0.373168 -0.383908
-0.0505051 -0.136813 -0.308328 -0.23959 -0.266457 -0.287313
-0.030303 -0.0788125 -0.182047 -0.16359 -0.178152 -0.190858
-0.010101 -0.0135625 -0.0717969 -0.0507431 -0.0965977 -0.0601975
0.010101 0.0055625 0.0571406 0.0722569 0.0802773 0.0744275
0.030303 0.0819375 0.164953 0.174132 0.201574 0.198178
0.0505051 0.144813 0.269703 0.268438 0.310043 0.313003
0.0707071 0.230688 0.326172 0.358771 0.393855 0.373208
0.0909091 0.233563 0.415609 0.409785 0.441348 0.458488
0.111111 0.266188 0.444078 0.482146 0.498762 0.511458
0.131313 0.351063 0.477984 0.519299 0.536238 0.557448
0.151515 0.338813 0.506953 0.551868 0.596957 0.594823
0.171717 0.364438 0.519797 0.575257 0.609457 0.632533
0.191919 0.398063 0.548484 0.596882 0.636332 0.655823
0.212121 0.406063 0.562234 0.624785 0.663152 0.674018
0.232323 0.445438 0.581391 0.645938 0.680309 0.694068
0.252525 0.438813 0.600578 0.656688 0.689387 0.710143
0.272727 0.447938 0.618641 0.676479 0.70816 0.727968
0.292929 0.471938 0.617109 0.690215 0.717652 0.737878
0.313131 0.466188 0.643859 0.69691 0.73391 0.752473
0.333333 0.480188 0.644359 0.712299 0.740918 0.761868
0.353535 0.473313 0.657734 0.719632 0.748465 0.771993
0.373737 0.477938 0.658234 0.72616 0.756121 0.778533
0.393939 0.482063 0.673734 0.732743 0.765879 0.786913
0.414141 0.493438 0.673266 0.739799 0.773543 0.794418
0.434343 0.505438 0.668516 0.746924 0.780379 0.801243
0.454545 0.504063 0.685047 0.74791 0.787035 0.807138
0.474747 0.505688 0.684828 0.754285 0.790176 0.811778
0.494949 0.510813 0.700328 0.760924 0.793285 0.815708
0.515152 0.506687 0.701641 0.761632 0.799207 0.819352
0.535354 0.509812 0.700734 0.767687 0.804723 0.823932
0.555556 0.521437 0.709297 0.774118 0.81059 0.829517
0.575758 0.516437 0.708172 0.776854 0.810934 0.834522
0.59596 0.519312 0.710422 0.779271 0.813426 0.837247
0.616162 0.521437 0.709703 0.784424 0.816957 0.841437
0.636364 0.524937 0.715078 0.785521 0.820785 0.843432
0.656566 0.518937 0.717766 0.788146 0.824395 0.845532
0.676768 0.529062 0.721609 0.789812 0.827184 0.849587
0.69697 0.526937 0.722953 0.790312 0.830363 0.850527
0.717172 0.533562 0.722703 0.795271 0.83184 0.854877
0.737374 0.533562 0.724297 0.795937 0.834949 0.857147
0.757576 0.532062 0.726953 0.799215 0.83684 0.857727
0.777778 0.535062 0.726891 0.80291 0.839191 0.859357
0.79798 0.533687 0.732172 0.804757 0.839785 0.863082
0.818182 0.540187 0.731984 0.805521 0.841043 0.863572
0.838384 0.536562 0.732578 0.806799 0.843074 0.865607
0.858586 0.543562 0.734359 0.807812 0.845457 0.867697
0.878788 0.541562 0.735484 0.809826 0.846457 0.870202
0.89899 0.542187 0.738922 0.810243 0.847371 0.870937
0.919192 0.543187 0.739922 0.813368 0.849348 0.871797
0.939394 0.544937 0.742797 0.812937 0.84948 0.873822
0.959596 0.545937 0.741891 0.81434 0.852637 0.875392
0.979798 0.549562 0.742984 0.814771 0.853301 0.875722
1 0.544938 0.743453 0.815396 0.854965 0.877353
